ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,n_stay,n_swerve,n_total,stay_prob,swerve_prob
2224g4ytARX4QT5rB,213978760_9992828917431898.0,9992828917431900,7,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,1,Desktop,1,0,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.0,1.0
2224g4ytARX4QT5rB,213978760_9992828917431898.0,9992828917431900,7,1,0,0,1,More,Utilitarian,Utilitarian,More,Less,0,5,1,0,Desktop,1,1,USA,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0.0,1.0
2224kBG72574tbZD3,737909459_839962439872333.0,839962439872333,12,0,0,1,0,Old,Age,Age,Young,Old,0,3,0,1,Desktop,0,1,MEX,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2224kBG72574tbZD3,737909459_839962439872333.0,839962439872333,12,1,0,0,2,Young,Age,Age,Young,Old,0,3,0,0,Desktop,0,0,MEX,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2225gNWJcAeE92LXd,2069688900_9887644874714294.0,9887644874714300,3,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Mobile,0,0,DEU,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0.0,1.0
2225gNWJcAeE92LXd,2069688900_9887644874714294.0,9887644874714300,3,1,0,0,2,Less,Utilitarian,Utilitarian,More,Less,1,1,4,0,Mobile,0,1,DEU,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1.0
2225giMabFAayqtuZ,119593534_4060326529262035.0,4060326529262040,2,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Mobile,0,1,USA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2225giMabFAayqtuZ,119593534_4060326529262035.0,4060326529262040,2,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1,4,0,0,Mobile,0,0,USA,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2225s6f4PqRQYeBd4,1153359856_8971439613901464.0,8971439613901470,4,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,1,0,SAU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,1.0
2225s6f4PqRQYeBd4,1153359856_8971439613901464.0,8971439613901470,4,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,3,0,0,Desktop,1,1,SAU,0.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2225sWJ5kN3ZmqjPY,1497926576_519753170665353.0,519753170665353,4,0,0,0,2,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,1,GBR,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2225sWJ5kN3ZmqjPY,1497926576_519753170665353.0,519753170665353,4,1,0,1,0,Young,Age,Age,Young,Old,0,2,0,1,Desktop,1,0,GBR,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2225yzLoy7yvKaToo,-1635005699_8666806392072257.0,8666806392072260,3,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Mobile,0,1,TUR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,0.0
2225yzLoy7yvKaToo,-1635005699_8666806392072257.0,8666806392072260,3,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0,5,3,1,Mobile,0,0,TUR,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1.0,0.0
2226XQThAXp4JFsNR,1663496420_7962671985798955.0,7962671985798960,11,0,0,0,1,Rand,Random,Random,,,,2,2,0,Desktop,0,0,PHL,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2226XQThAXp4JFsNR,1663496420_7962671985798955.0,7962671985798960,11,1,0,1,0,Rand,Random,Random,,,,4,2,1,Desktop,0,1,PHL,0.0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,0.0
2226w39ypRc93WBeb,1405029061_4753212266494176.0,4753212266494180,4,0,1,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,0,AUT,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2226w39ypRc93WBeb,1405029061_4753212266494176.0,4753212266494180,4,1,1,0,0,Young,Age,Age,Young,Old,0,4,0,1,Desktop,0,1,AUT,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2227D8o2onrAzLT4b,24729318_2981987920.0,2981987920,7,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1.0,0.0
2227D8o2onrAzLT4b,24729318_2981987920.0,2981987920,7,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0,5,2,1,,,,,0.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1.0,0.0
2227HLuGTvWooXAs3,670869039_8242632941749120.0,8242632941749120,11,0,0,1,0,Female,Gender,Gender,Male,Female,0,1,0,0,Desktop,0,0,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2227HLuGTvWooXAs3,670869039_8242632941749120.0,8242632941749120,11,1,0,0,1,Male,Gender,Gender,Male,Female,0,1,0,1,Desktop,0,1,CAN,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2227YepvBZrsgYDSs,1214766696_8665250841981151.0,8665250841981150,12,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,1,0,1,Desktop,1,0,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2227YepvBZrsgYDSs,1214766696_8665250841981151.0,8665250841981150,12,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1,1,0,0,Desktop,1,1,USA,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2227h9GkrNbwhBD6t,-1033736141_5392791780749771.0,5392791780749770,11,0,0,1,0,Male,Gender,Gender,Male,Female,1,1,0,0,Desktop,1,1,BRA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2227h9GkrNbwhBD6t,-1033736141_5392791780749771.0,5392791780749770,11,1,0,0,2,Female,Gender,Gender,Male,Female,1,1,0,1,Desktop,1,0,BRA,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2227sfrgkT3R7PnRo,-1065868016_2391726640665288.0,2391726640665290,11,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1.0,0.0
2227sfrgkT3R7PnRo,-1065868016_2391726640665288.0,2391726640665290,11,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0,3,0,1,Desktop,0,1,USA,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2228EQY3XnmTh3dq8,-1700464608_947225429117679.0,947225429117679,7,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Desktop,1,0,EGY,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,1.0
2228EQY3XnmTh3dq8,-1700464608_947225429117679.0,947225429117679,7,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1,1,4,0,Desktop,1,1,EGY,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2228uPoPgxjZfjSFd,1267756066_2461531300.0,2461531300,1,0,0,1,0,Male,Gender,Gender,Male,Female,1,1,0,1,Desktop,0,1,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2228uPoPgxjZfjSFd,1267756066_2461531300.0,2461531300,1,1,0,0,2,Female,Gender,Gender,Male,Female,1,1,0,0,Desktop,0,0,USA,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
2229A3nHWnXQBFMf5,-835212059_2515956109.0,2515956109,3,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,0,1,ITA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.5,0.5
2229A3nHWnXQBFMf5,-835212059_2515956109.0,2515956109,3,1,0,0,1,Fit,Fitness,Fitness,Fit,Fat,0,1,0,1,Desktop,0,0,ITA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.5,0.5
2229SXhNyEGrhNLNk,532819446_307804028,307804028,1,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,0,1,FRA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0.0,1.0
2229SXhNyEGrhNLNk,532819446_307804028,307804028,1,1,0,0,0,Less,Utilitarian,Utilitarian,More,Less,1,3,2,0,Desktop,0,0,FRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0.0,1.0
2229huRCf9Qqwg59a,-1701534291_1631800878,1631800878,5,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,5,0,1,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0.0,1.0
2229huRCf9Qqwg59a,-1701534291_1631800878,1631800878,5,1,1,0,1,Hoomans,Species,Species,Hoomans,Pets,0,5,0,0,Desktop,0,0,USA,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,1.0
2229pfh4f9FoGARtg,-889139020_3276012506.0,3276012506,11,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0,5,0,1,,,,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0.0,1.0
2229pfh4f9FoGARtg,-889139020_3276012506.0,3276012506,11,1,1,0,2,Hoomans,Species,Species,Hoomans,Pets,0,5,0,0,,,,ARG,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0.0,1.0
2229qWoicHtyXWHJd,596330438_8731233368451661.0,8731233368451660,6,0,1,0,0,Young,Age,Age,Young,Old,1,5,0,0,Desktop,0,0,RUS,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2229qWoicHtyXWHJd,596330438_8731233368451661.0,8731233368451660,6,1,1,0,0,Old,Age,Age,Young,Old,1,5,0,1,Desktop,0,1,RUS,0.0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2229sLNgv45TmJLtt,-856623494_492281202,492281202,5,0,0,0,1,Old,Age,Age,Young,Old,0,4,0,0,Desktop,1,1,RUS,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2229sLNgv45TmJLtt,-856623494_492281202,492281202,5,1,0,1,0,Young,Age,Age,Young,Old,0,4,0,1,Desktop,1,0,RUS,0.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2229tF4FYHybPd42B,-1847355550_4243329021.0,4243329021,11,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,2,0,Desktop,0,1,USA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1.0,0.0
2229tF4FYHybPd42B,-1847355550_4243329021.0,4243329021,11,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1,3,2,1,Desktop,0,0,USA,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1.0,0.0
2229ucE4zPoJcgccb,-446460334_1754240208,1754240208,6,0,1,0,0,Old,Age,Age,Young,Old,0,3,0,0,Desktop,0,1,CAN,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
2229ucE4zPoJcgccb,-446460334_1754240208,1754240208,6,1,1,0,0,Young,Age,Age,Young,Old,0,3,0,1,Desktop,0,0,CAN,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222B4CC4ARzyyupLu,-97218140_2270524675.0,2270524675,13,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,1,0,Desktop,1,1,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1.0,0.0
222B4CC4ARzyyupLu,-97218140_2270524675.0,2270524675,13,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1,4,1,1,Desktop,0,0,USA,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1.0,0.0
222B6CnYWs5bnzZFA,-1168254657_7329569779421086.0,7329569779421090,2,0,0,1,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,1,USA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222B6CnYWs5bnzZFA,-1168254657_7329569779421086.0,7329569779421090,2,1,0,0,0,Young,Age,Age,Young,Old,0,2,0,1,Desktop,1,0,USA,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222BRvhQN9ZR9LW5h,-972264246_4277296232223713.0,4277296232223710,12,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,5,0,0,Desktop,1,1,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1.0,0.0
222BRvhQN9ZR9LW5h,-972264246_4277296232223713.0,4277296232223710,12,1,0,0,0,Hoomans,Species,Species,Hoomans,Pets,0,5,0,1,Desktop,1,0,BRA,0.0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0.0
222BcFHfAAtFszqSv,-307059908_1615458330,1615458330,5,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Mobile,0,1,DEU,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,0.0
222BcFHfAAtFszqSv,-307059908_1615458330,1615458330,5,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0,5,1,1,Mobile,0,0,DEU,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,0.0
222BhQ87fGnAC4FWY,-2134337540_4570487844678215.0,4570487844678220,6,0,0,1,0,Male,Gender,Gender,Male,Female,1,2,0,0,Desktop,0,0,BRA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222BhQ87fGnAC4FWY,-2134337540_4570487844678215.0,4570487844678220,6,1,0,0,2,Female,Gender,Gender,Male,Female,1,2,0,1,Desktop,0,1,BRA,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222Bih22xMQR5brhF,-841718081_3084184331213722.0,3084184331213720,11,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0,4,0,0,Desktop,0,0,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1.0,0.0
222Bih22xMQR5brhF,-841718081_3084184331213722.0,3084184331213720,11,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0,4,0,1,Desktop,1,1,BRA,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1.0,0.0
222BwfGaNn8Cbw9pA,2001202824_9464775203963342.0,9464775203963340,5,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1,2,0,1,Desktop,0,0,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0.0,1.0
222BwfGaNn8Cbw9pA,2001202824_9464775203963342.0,9464775203963340,5,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,2,0,0,Desktop,0,1,DEU,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0
222CJwfbzPwyiYAFL,563733708_4061490935.0,4061490935,6,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,0,0,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,1.0
222CJwfbzPwyiYAFL,563733708_4061490935.0,4061490935,6,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,3,0,0,Desktop,0,1,CAN,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222CbE88xiTMNWoH3,1804021951_405510046592469.0,405510046592469,4,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,1.0
222CbE88xiTMNWoH3,1804021951_405510046592469.0,405510046592469,4,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,1,0,0,Desktop,1,1,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1.0
222CswnYBmy2oamH7,-906980122_7229389655773568.0,7229389655773570,7,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,0,0,IDN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222CswnYBmy2oamH7,-906980122_7229389655773568.0,7229389655773570,7,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,1,0,0,Desktop,0,1,IDN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1.0
222Ds6jjncKAX9NKZ,-354275885_3396484959539468.0,3396484959539470,4,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,0,1,AUT,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.0,1.0
222Ds6jjncKAX9NKZ,-354275885_3396484959539468.0,3396484959539470,4,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1,2,3,0,Desktop,0,0,AUT,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,1.0
222EFaYsJGu8PN7B2,1247311683_3858850116393528.0,3858850116393530,6,0,1,0,2,Female,Gender,Gender,Male,Female,0,2,0,1,Desktop,1,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0.0,1.0
222EFaYsJGu8PN7B2,1247311683_3858850116393528.0,3858850116393530,6,1,1,0,1,Male,Gender,Gender,Male,Female,0,2,0,0,Desktop,1,1,CAN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0.0,1.0
222EHgdYojDRa9vmh,-742502827_6595512434751354.0,6595512434751350,2,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,Mobile,0,0,USA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222EHgdYojDRa9vmh,-742502827_6595512434751354.0,6595512434751350,2,1,0,1,0,More,Utilitarian,Utilitarian,More,Less,0,5,3,0,Mobile,0,1,USA,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0.0,1.0
222EMA6HfuH3epQAR,-1777681375_4278593194428872.0,4278593194428870,1,0,0,0,2,Less,Random,Utilitarian,More,Less,0,2,3,0,Desktop,1,1,IDN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,0.0
222EMA6HfuH3epQAR,-1777681375_4278593194428872.0,4278593194428870,1,1,0,1,0,More,Random,Utilitarian,More,Less,0,5,3,1,Desktop,0,0,IDN,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,1.0,0.0
222EML9RReYSmaG6R,-722961631_3464412713.0,3464412713,1,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,5,0,1,Desktop,1,1,USA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0.0,1.0
222EML9RReYSmaG6R,-722961631_3464412713.0,3464412713,1,1,0,0,2,Fat,Fitness,Fitness,Fit,Fat,1,5,0,0,Desktop,1,0,USA,1.0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222Et8Nj3Zu2DDeuX,-1588285847_8619944148457412.0,8619944148457410,10,0,0,0,1,Female,Gender,Gender,Male,Female,0,2,0,1,Desktop,0,0,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,1.0
222Et8Nj3Zu2DDeuX,-1588285847_8619944148457412.0,8619944148457410,10,1,0,1,0,Male,Gender,Gender,Male,Female,0,2,0,0,Desktop,0,1,BEL,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.0,1.0
222EtvQj9z8LLGskJ,-1844280391_675156733,675156733,13,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,4,0,1,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0.0,1.0
222EtvQj9z8LLGskJ,-1844280391_675156733,675156733,13,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0,4,0,0,Mobile,0,0,USA,0.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
